ID;ID;City;Todo
327;2580;Rome;"Did you know that beneath Rome lies a mysterious hidden world? Our Underground Rome tour takes you deep into the bowels of the earth on a journey to the ancient city. Uncover the three underground levels of the Basilica of San Clemente, a medieval church with breathtaking mosaics and frescoes from the 4th century. Descend into its lowest subterranean layer to explore cult spaces which were at street level during the 1st century BC. Travelling between sites with a minivan guarantees you a comfortable visit. 

Explore the Roman houses hidden underneath the Basilica of Giovanni and Paolo, with their refined wall-paintings and beautiful gardens. Wander through an enchanting medieval piazza far from the tourist crowds just a stone's throw from the Colosseum. Finally visit the Catacombs of Santa Domitilla, the best preserved in Rome. Experience the atmosphere of a unique underground Basilica, admire fascinating frescoes in its miles of tunnels, and learn about the faith and rituals of the Early Christians."
328;2581;Rome;"Prepare for an amazing walking tour in the city centre. This tour is the product of years of research. We will meet 10 minutes away from the Colosseum at Trajan's Column next to Piazza Venezia. I will then share with you the surrounding history of some the emperors forums which can still be seen today! 

We will then continue to explore the city, we will look at scandals from past to present, emperors to modern day dictators. We will explore some of Rome's architectural wonders from colossus buildings to the smallest church in Rome. 

As we continue on our journey we will pass some of Rome's must sees such as the Trevi Fountain and the Pantheon, here we will stop to take some of the best photos from researched spots and share some of the cultural legends surrounding these icons! 

During our tour we will also stop at Rome's BEST Cafe. This is an old and famous cafe serving fresh coffee to the Romans for generations. 

Finally we will end in Piazza Navona where we will study the architectural works of Boromini and Bernini. 

This is where we part, before you go I will recommend you local places to eat and drink."
329;2582;Rome;"Rome is famous for its seven hills and it is exactly the top of these we will reach to observe and admire the breathtaking views of the city.  We will start the experience in Trastevere where we will take our bicycles or electric bicycles, this depends from your will to pedal uphill ;) We will ride for around 15 km on a circular itinerary in the city centre stopping by the most scenographic spots; not only peaks but also insane views from the bridges and from the quays of the Tevere river. Bring a camera with you!

I have always loved looking out over the buildings or from the vantage points to get an overview of what surrounds me; during the stops we will have fun recognizing the several monuments visible from the different spots: the Altare della Patria for which Romans have given it a number of humorous and somewhat uncomplimentary nicknames, including la torta nuziale (""the wedding cake""), the Pantheon with its holed dome and the always-there San Peters’ dome just to name a few. 

If you like to observe the city from a different perspective this is your experience!"
330;2583;Rome;"A wine tasting with art!
Such a different way to taste some fine italian wines, immerse in a historical and art atmosphere, close to Navona square , the Pantheon and Castel Sant'Angelo.
Let us lead you to a trip through time, a time of Popes as kings, strangers, artists and dangerous streets.
Rome at the time of Caravaggio was definitely a City in frantic development, full of life and dangers, a fascinating background for a young and  cantankerous artist hungry of fame and money.
With the aid of faithful painting reproductions, we'll live stories and history of Caravaggio and his lifestyle, his personal and intimate mood, will be explored in a very personal and engaging way.
Taste some of the wines served at that time, get involved in a unique, passionate performance about history, legends , wine and food.
Your workshop will take place in an amazing Enoteca, focused on fine Wines and the excellence of Italian little producers. 
The venue is located few steps from Navona square and the Pantheon, in a beautiful location where you'll meet professional and firendly people.
Relax yourself in a nice location optimizing your aperitif/dinner time.

In some specific dates, choose the ""Top Secret"" option, and access to a secret location closed to public. This will make your time unique and unforgettable. A 4 hours experience only for serious art lovers. Contact us for more info."
331;2584;Rome;"You will first meet a roman chef in his house and we will mingle with complimentary prosecco and appetizers on his rooftop terrace with an amazing view over the city and the Vatican. Then we will prepare a homemade pasta, made with your own hands under the guidance of the chef. We will enjoy the authentic roman meal like at a dinner party with friends, alongside with some of the best local wines offered by me.

The best way to experience the roman life style as well as roman food and drink culture and the more expendable experience to bring back with you from your trip!"
332;2585;Rome;Discover one of the greatest marvels of Ancient Rome with this unique ticket that allows entry to the Colosseum and the arena. Save time (up to 2 hours at peak times) and money on this experience and discover the tainted history of the mighty Colosseum at your own pace. You will also get the chance to witness spectacular views of the Eternal city a top Palatine Hill and walk through Ancient Rome at the famed Roman Forum.
333;2586;Rome;"Spend a day like a true Roman! Start the day by hopping on a retro-style bike as we head to the Porta Portese district! Here you'll be treated to a typical 1950s style Italian breakfast ""Cornetto & Cappuccino"" at Mister Tonino's coffee shop. Delicious!

Old but gold! We'll cycle through the oldest district of Rome, Trastevere, before heading for the Tiberina Island and the Jewish Ghetto. And here, it's pizza time! The pizzeria we will visit dates back to 1824, and you'll get to sample their delicious traditional Roman pizza!

With a bellyful of food, we'll continue by crossing the Campo de Fiori market and famous Navona square. Then into the Foro Romano and the heart of Rome, the Colosseum. 
Cycling down from Aventino Hill, we'll head to Testaccio, one of the least touristic districts, where you can explore a traditional market. You'll get to taste the traditional roman pasta :Cacio e Pepe or  Amatriciana; all washed down with a glass of Italian wine.

After all this cycling, we'll have one final stop - a well-deserved dessert! Mouth-watering homemade Gelato with a recipe that dates back to 1914. 
So come and join me for a tour you'll never forget! 
Check my other experiences:
the sunset bike ride - shorter edition (3.5 hours)
https://abnb.me/CAAeiQum5X?user_id=138852416&s=50
Rome food and wine via vintage convertible bmw
www.airbnb.com/bmwromefoodandwine"
334;2587;Rome;We will leave at metro b station Colisseum. I will teach you how to take pictures of your phone. I will teach you how to be better in photography. This is for begginers but also for someone that wants to live something different and meet different people.  I hope you enjoy this hours with me !
335;2588;Rome;"If you're amazed by the mosaics in Roman churches, and want to take a little piece of this beauty back home, this workshop is for you!
We meet in the heart of ancient Rome and after a short introduction and a walking tour,  we dive into this fully immersive, hands-on experience. 
I will be there to guide you through the fascinating journey of mosaic making. You will have over 60 kinds of marble to choose from for your unique work of art. You will also learn how to cut marble and compose the mosaic. We'll be using one of the most ancient techniques, used by old Roman masters to decorate palaces and churches like the Vatican and Saint Peter's Basilica. You will be making a design of your choice, unique souvenir to take back home.
This workshop is perfect for all, you do need to have any kind of training to participate. All tools are provided by the workshop. Over 60 kinds of real marble available to work with.
The masterpiece that you will take home can be used as wall art or could be integrated into the decor of your kitchen or bathroom.
I will explain to you how to preserve and protect your mosaics so they will last forever."
336;2589;Rome;"Let's go on a search for relics and find out why these unique objects are worshiped in the churches of Rome. Were they in the possession of saints? Or were they used as torture tools? Are they miraculous? And wich legends revolve around them? Let's discover the objects that contribute to establishing Rom's position as the center of Catholicism.
On top of that, will we learn the stories about some saints and martyrs and how to recognize them by interpreting the symbols in the works of art.

In the end, I'll show you where to find the best traditional pizza in the city."
337;2590;Rome;"We will take tea together or have a drink in our home in Rome; our guests can spend two hours playing and pampering our cats Kim, Fritz, Ketty, Ino and Mule; you can feed him and take selfies. You will spend two hours embracing your dream cat."
338;2591;Rome;"We  will be  exploring the  Ancient Rome with a tour of the Colosseum, where we'll uncover the violence at the heart of gladiator combat in the world's most iconic amphitheatre. Wander through the spectacular archaeological sites of the Roman Forum and Palatine Hill - areas rich with roads, temples, basilicas and villas brought to light from centuries of excavations. 

Discover who the gladiators were and the ancient games and stage settings for combats. Venture across the amphitheatre's numerous levels, discovering the state-of-the-art engineering and technology that the Romans deployed to make the games possible. 

Learn about the political and religious life of the Roman Forum and the vast Palatine Hill, which won’t yet be bustling with tourists, with its spectacular buildings and the luxury of their mosaics and ancient decorations. Take in the breath-taking scenery from the Forum of Circus Maximus and the whole of the Eternal City."
339;2592;Rome;In this experience, we wish to take you on a journey back to ancient Rome! Meeting at the Gianicolo Hill, we will begin our experience with a typical Italian breakfast of a  cappuccino and croissant, a short walk will take us to lesser known catacombs which  are very special because they are the only catacombs that were not lost over the centuries. We will illuminate the stories of the martyrs who were buried there and the customs of the first Christians. Following this, we will invite you into our home for a truly authentic Roman 'Prandium'. We will recreate a typical lunch from 2000 years ago made from the ancient Roman recipes of Apicius, you will have the chance to taste history with spiced wine, dried pork, handmade bread, cheeses, lentils, soups, and more! A truly unique way to experience the history of Rome, we hope you will leave with new friends and a full belly! Please watch our video Catacombs et gastronomy in Ancient Rome on Youtube
340;2593;Rome;"With this long run we’ll step outside from the touristic area of Rome

The first part, is a 16km route to the countryside, then we’ll come back on the same road to the starting point to complete a total distance of 32km/20mi

At the 5km we’ll be on Milvio bridge, from there we’ll start running along the Tiber river for a 22km round trip to come back to Milvio bridge, at this point it will be the 27km

On this 22km round run, runners will pass by different sport clubs including football, tennis, golf, the swimming pools from the university of Rome and a park surrounding a lake frequented by residents from the area

After the 5km fast runners could go at their own pace and we’ll cross each other on their way back

On the others hand, at the 16km there's the possibility to take a bus (1.50 euro a person) back to the center of Rome if any of us feels like is not going to complete the 32km. I’m an slow runner myself @6:40 min/km approx.

When all runners agree (sometimes there’s just one) we can run 16km one way and then come back by bus

In any case, anyone, at any age is more than welcome to join me for an early morning long run to the countryside of Rome!!!

Just be aware of your physical limits so we all can have a good time. This is not a 5k fun run

At the end of the run we’ll have some pizza for breakfast!!"
341;2594;Rome;"On this fascinating tour you will learn the ins and outs of the Pantheon and the Basilica of Santa Maria Sopra Minerva. With the help of multimedia tools and powerful reconstructions  you will travel back in time.
The Pantheon was projected as a pagan temple, over the years became Christian church, royal and artists memorial, in fact you will see the tombs of Raphael the painter and King Victor Emmanuel II. You will discover the function of the ""oculus"", on top of the roof and many tips about its construction.
By the same tour you will discover a gem of Gothic style in Rome, represented by the church of Santa Maria sopra Minerva: a coffer of art jewels such the Michelangelo's Christ or Bernini's sculpture.
You will also see the place where the famous scientist Galileo Galilei was judged by Inquisition and listen to the history of Bernin's stone elephant."
342;2595;Rome;"This tour starts at the arch of Constantine, in the Colosseum square. After the meet and greet a short walk will take us straight to the Amphitheater entrance with a skip the line entrance to the Colosseum. 

By climbing the steps up to the corridor dividing the second by the third tier, several stops are planned to enjoy views and take some pictures to the interior as well as to the surrounding of the Colosseum. 

Entering from the arch of Titus, we will start the climbing of the Palatine Hill with views on terraces at different heights and a breathtaking one at the very top overlooking the Valley of the Forum. 

The main square in the downtown of Ancient Rome, the Forum, is where the tour ends in order to give you the opportunity to keep exploring on your own. 

Feel free to share with me your thoughts and feelings as I will be at your disposal for any additional question and curiosity. 

What makes my experience unique for my guests? I'll take you to the place where I did my Phd dissertation, to show you what we found and the way we ""read"" the layers, and how we turn history into archaeology. I'm eager to share my experience with you!"
343;2596;Rome;​We will visit the most important pieces of the Vatican collection: from the famous Laocoon and the Apollo Belvedere to the Gallery of the Tapestries and the Maps, all the way to the Sistine Chapel where you will finally will admire Michelangelo’s amazing frescoes. The experience will end at St. Peter Basilica where we will tell you the Basilica’s secrets and stories and you will be amazed by Michelangelo’s famous Pieta and Bernini’s celebrated canopy. WE RECOMMEND you to be on time, to respect the others in the group and mostly because we have skip the line tickets with access to the Museums at a specific time.
344;2597;Rome;"Il corso che propongo sarà sempre sui Risotti (gluten free), da sempre una vera passione, le proposte sono due, una che rispecchia la romanità, cioè il ""mio"" Risotto Cacio e Pepe e l'altro la stagionalità."
345;2598;Rome;"Explore Italy’s ancient capital city on this family-friendly, ‘learn and play’ evening excursion with pizza and gelato included!

Meet your guide in Piazza Campo de' Fiori and set off to visit the must-see landmarks like the Trevi Fountain, Piazza Navona, the Pantheon, the Marcus Aurelius Column and more. Experience a less crowded atmoshere when the sun goes down and see the magic of Rome light up. 

Your kid-friendly guide will lead you on a Roman adventure as you take part in a real life treasure hunt around the famous sights. As you go, you’ll learn about the city, discover the history and be entertained looking for objects, answering trivia questions and taking photos.

At the end, enjoy some well-deserved, authentic pizza and a delicious gelato. When in Rome, you can’t miss this opportunity to tickle your taste buds! 

Fun for the whole family and an educational experience the kids won’t forget!"
346;2599;Rome;"Keep your children entertained on this 3-hour  tour of the Vatican and Sistine Chapel, specifically designed for families. The tour includes pre-booked tickets so your family will avoid the lengthy queues. You and your children will learn about the impressive works of art on while participating in a fun interactive tour. You’ll visit the Vatican Museums, including Raphael's Rooms and the Gallery of Maps. You’ll also see Michelangelo's Sistine Chapel, and his Pietà, and have fast-track access to St. Peter's Basilica.  Along the tour, the whole family learn a great deal by solving quizzes, answering trivia questions, participating in scavenger hunts, and many more creative activities.
As your tour begins, children will play games to identify important Vatican artwork. You will see wonderful Greek and Roman sculptures as well as the sarcophagi of Empress Helena and Constantina, the mother and daughter of Constantine the Great.
Next is the Sistine Chapel, the venue for papal elections and one of the most popular attractions in Italy. As you view Michelangelo's vast fresco, “The Last Judgment,” you’ll hear stories from the Bible, including the creation of Adam.
After the museum, your tour will enter the most significant Catholic church on earth, Saint Peter’s Basilica. Your tour will end in Saint Peter's Square next to the taxi and bus station."
347;2600;Rome;"You'll be greeted with an organic herbal infusion or a good italian wine, in the Laboratorium Pandora's romantic roof garden. It is in the Pinciano neighborhood (only 1,3 km from Villa Borghese),  Rome's green heart. We’ll be shuffling Major Arcana Tarot, getting ""without the intervention of the conscience""  the one that will open the story of our experience, in a spiral order. By discovering the other cards of the spiral, we’ll have a class-conversation about Major Arcana Tarot: from the telling that they suggest, to their singular identity as creative tools provided with surprising hermeneutical implications. During this emotional experience, the night will softly fall and candles will guide us in a deepest focus on the iconical story emerged through Major Arcana. Usually each of us feel free to integrate this symbological, psychical fable, with its own inspiration, often starting from an intimate engagement, because the spiral embraces  both an individual and a collective trajectory. Traditionally, a rich dialogue rises around this archetypical, open myth, then culminating with a wish. Because for all of us Laboratorium Pandora is an imaginal path made of living stories to share."
348;2601;Rome;"We'll explore Mercato Trionfale, the large indoor food market near the Vatican. With nearly 300 stalls, Trionfale has seemingly endless rows of vendors selling fresh vegetables, fruit, spices, cheese, seafood, meat, and more. See where real Romans go to stock their kitchens, and learn about the secret behind great Italian cuisine—high-quality ingredients.

As we walk through the busy market, you'll have a chance to sample wine, fresh pasta, beef Carpaccio, Pizza ,Cured meat,olive oil e much more!"
349;2602;Rome;"We have a stroll around the entrance of the archaeological area of Ancient Ostia and the Ancient Severiana Road, than we move at the ranch, we groom the horses and we feed them.
We start to ride along the Natural Reserve, exploring the pinewood and its charming panorama with the ancient ruins of the Port of the Roman Empire. 
We take a coffee and arrive at Ostia and the beach for a good ride on the waves!

After the ride, we taste handmade ice cream at the Renaissance Village with the Castle of Giulio II!

Live your adventure, explore Rome as a Rider!"
350;2603;Rome;We’ll meet in Piazza San Salvatore in Lauro, which dates from the sixteenth century and has a magnificent view of Castel Sant'Angelo. Then we'll head to my apartment nearby. Here, I’ll explain to you the Italian origins of the macaron,and we will use the italian method to prepare them. It’s a round, sweet, meringue-based cookie sandwich with a filling. We’ll learn how to prepare two different types of fillings called ganache. Then, we’ll prepare the Italian meringue and mix it with almond paste to create the batter. You’ll use a sac à poche for piping some of the macarons. Once they’re in the oven, you’ll love the sweet smell of homemade macarons and appreciate the taste even more. I’m really in love with this popular cookie and I would like to share my passion with you by teaching you the secrets of how to make perfect macarons at home.
351;2604;Rome;We’ll meet at Campo de’ Fiori market,the most peculiar one in Rome, to do some food shopping together showing you how to choose the best ingredients for our menu. The next stop is my place,an ancient building from 1500 which is one of the places used to film The Great Beauty by Paolo Sorrentino.I’ll tell you the story behind the place and some of its secrets. Then to relax,we’ll have the typical Italian aperitif with bruschetta and tomatoes,prosciutto,salame and cheese before starting with hand made pasta! We’ll make Carbonara ravioli,fettuccine with meat souce (Ragù) and bucatini with Amatriciana souce.To finish off,we’ll taste everything we prepared matching our meal with some Limoncello and coffee. Make sure you have pencil and paper for jotting down your recipes!  Enjoy your meal!!
352;2605;Rome;"Come take an unforgettable morning OR afternoon walk with me, and discover some of Rome's most magical spots as I capture you, and your experience, from behind my lens. 

For the MORNING WALK OPTION we will go up to the Aventine, one of Rome’s famous seven hills.
We’ll take a peek through a secret keyhole, visit the oldest existing basilica in Rome and admire the sweeping views of the city from the Garden of Oranges. After our walk we'll head over to a local bar for a creamy cappuccino and fresh cornetto! 
(The morning walk is approximately 1,6 km)

For the AFTERNOON WALK OPTION we'll go to one of Rome's most beautiful squares, designed by Michelangelo himself, the hilltop Piazza of Campidoglio. We'll meet in a little piazza with a fountain close to the Tiber river, and walk towards, and up to, Campidoglio.  We'll admire a unique view of Rome from a garden terrace, we'll cross the piazza and enjoy another unique view of the Roman Forum. We'll walk past the Forum of Augustus and into the trendy neighborhood of Monti, where we will end our walk with a deliciously refreshing gelato. 
(The afternoon walk is approximately 1,7km)

*There are 4 spots available on every experience"
353;2606;Rome;"Don't miss this 2.5-hour tour as you head on a journey of discovery and mystery inside Castel Sant'Angelo.
This family friendly experience will make visiting a historic Roman site interesting and fun as you explore the inside of a real castle and learn about ghosts and prisoners that frequented the place.
Bring your curiosity with you and get ready for interactive games and activities planned by your guide that will help you learn about the fortress, the artworks on display and the collection of ancient weapons. 
You'll hear stories of ghosts, prisoners, see trap doors and the secret passageway  that connects the castle to St. Peter's Basilica. Hear why it exists and what it was used for.
You'll take a walk over to the famous square, Piazza Navona to see Bernini's famous Fountain of the Four Rivers, the Egyptian Obelisk, the Pamphili Palace, and the Church of Saint Agnes.
If you are looking for something a little different to do in Rome, see a less visited site full of history and stories for the kids to enjoy, then this is for you!

We cant wait to meet you!"
354;2607;Rome;We will first visit Pompei Archeological Park, walking through the ruins of the ancient city. There we will see the roman houses and arts that where covered by the ash of Vesuvio's eruption of 79 d.c., still intact. Than we will spend a couple of hours in Sorrento, walking through the park and the city centre.  Next to Sorrento, I will take you to Positano, one of the most beautiful cities of Amalfi coast, in my opinion. This city is full small typical shops and restaurants, a city made up of colours, traditions, and natural wonders. The last step of our tour will be Amalfi, the main city of Amalfi coast. During all the day, I will be always with you, answering to your questions about the places, the cities and giving you some pills about Italian traditions, special places and unforgetteble sights.
355;2608;Rome;How many times have you wondered what I would give to taste the excellent Italian truffle accompanied by a luxuriant wine? How many times has this desire remained only a dream? Today, thanks to 'XXL Truffle & Wine: luxury tasting', every guest can live a unique experience. Located in the heart of Rome in a small bistro with air conditioning, me Lorenzo, the Sommelier Mauro and our young promising Edoardo will give you the opportunity to make a trip in Umbria between castles and green valleys passing through the Tenuta of the friend Carlo Caporicci in San Pietro a Pettine, sipping the best wines in the world. We will tell you the secrets of the Truffle, the Italian Gold and it will be a pleasant time to stop in the chaos of the city. The tasting includes a route of 10 tastings and different combinations of how to use the truffle in the kitchen. We will start with some canapes, and then taste a vertical of cheeses (goat, sheep and cow) flavored with truffles and a vertical of cured salumi, accompanied by a glass of precious wine. Happy ending with tasting of Olive Oil. This experience prove that you do not have to be rich to ..
356;2609;Rome;"Enjoy our one day cooking experience with one of our certified Italian Chefs, that will give you an authentic taste of Italy.

 ---------------------------------------------------------------------------------------------------------------------------------------------

Starting at 9:30 a.m. going to the local market for fresh products, you will be guided in the choice of the best ingredients. After which we will walk to our location in an historic building in the heart of Rome, in the oldest part of the city “Rione Monti”. There you will be guided in the preparation of a full course Italian meal, making your homemade pasta, the sauces and a second course, like an authentic Italian family would do.
In the end you will be eating the meal you have prepared, feeling part of the Italian culture, not just a tourist."
0;2610;Stockholm;"Stockholm is a beautiful city. The Old Town dates back from 1252. Swedish history is enthralling, dramatic, and droll!

I have created an exciting historical tour in which afterwards you can connect Swedish history in 6 sentences. This walk is a mixture between history; 20th century; medieval streets; colourful houses and unique characters.

The main emphasis though is a look at Nordic history from a Swedish perspective. This is perfect if you are travelling around the Nordics and/or interested in history and culture.

60 - 75 minutes means we won't be exposed to the elements for too long. 

It is scenic, informative and fun - a great introduction to your trip to Stockholm! It is co-hosted by either Ryan or Nina check both of our profiles and reviews and you will see we are more than capable of providing a welcoming and enjoyable look at Swedish history. Normally, the morning experience will be run by Nina and the afternoon by Ryan.

Nina examines the changes of Old Town and its effects today whereas Ryan looks at the formation of Sweden as a state. We each give a slightly different take on Stockholm.

After this walk you will have a great understanding of the series of events that has created Sweden into the country it is today. Let us share Swedish history

As an added bonus, I have extensive knowledge and experience in the Old Town restaurant and cafe scene"
1;2611;Stockholm;"We will practice at one of the few graffiti legal walls in Hornstull, södermalm so you’ll have the opportunity to learn graffiti and Street art in situ. 

Beginning with a short introduction, we will go through the basics of graffiti and it's national and international history. You will learn how to use spray paint and it's different techniques. You will also learn how to create letters, characters and landscapes with the use of spray paint. We go through how to make lines, gradients, shapes, coloration, light and shadows and proportions of letters.

At the end of the workshop, you'll be able to create your own design :)"
2;2612;Stockholm;"A winter edition of THE SUMMER SUCCESS! 

All 18 tastes are included!

If you want to try THE REAL DEAL - tasty , crazy and super Swedish tastes  in a fun way while walking through my neighborhood - Stockholms most peaceful, beautiful hood (nominated to one of seven most beautiful spots in Sweden by Forbes Magazine!)...

... and have tastes at SCANDINAVIANS BIGGEST ORGANIC SUPERMARKET and Food court this happening is for you! 

NOTE: Tour time will vary 2h-2,5h. depending on how many participants. We will be outdoors for app. 1,5 hours. Last 30 min indoors. 

What I suggest:
- Exploring 18 Swedish winter tastes and cool combinations (many not found in cafés and restaurants) with a city local foodie 
- An outdoor walkable picnic with short stops (hot beverages and cold tastes brought in a clean way) + an organic supermarket
- Inspiration how we can enjoy life and eat more mindfully
- 360 degrees view of Stockholm
- Miscellaneous things about the district and Swedish Food Culture
- New friends and talk to others
- VERY photo and instagram friendly places
- Fun & relaxed time - fab for all ages!
- A food quiz with a prize to the winner. Yippee :)

What I do not suggest:
- A historical and impersonal tour
- A food tour in restaurants 

Along the way we´ll discuss:
""What food cravings do you have in your country?"" 
and 
""How can we be more relaxed and mindful in life?”"
3;2613;Stockholm;"Welcome to join me on a scenic flight with stunning views of Stockholm Archipelago and the heart of our capital. I love sharing the passion of flying and I'm sure it'll be an unforgettable experience!

We will depart from my home airfield, located a one hour drive / train ride from Stockholm. 
When everyone have arrived we'll get acquainted and go through the planned flight and make sure you are well familiar with the airplane.

Once we are all ready and the preflight briefing is complete, we'll take our seats in the Piper PA-28 airplane and begin with the preflight checklists and start the engine. Soon we will be taxiing down the field and lining up with the runway for a final takeoff check. When everything is cleared, we'll set full throttle and start to accelerate as we begin our takeoff roll. After flying for while, a beautiful view of Stockholms largest freshwater lake, Mälaren will appear before we close up over the southwest part of Stockholm. The total flight time is variable, but at least 45 minutes long.

It takes about 15 minutes flying to reach Stockholm. As we get closer you'll easily recognise landmarks such as City Hall, Globen, Gamla Stan, Royal Castle, and more!"
4;2614;Stockholm;"We meet at the bus station in Sigtuna for a two-hour walking tour. We start at the lakeside where both Harald Hårdråde, who died at Stamford Bridge in 1066, and the Swedish princess Ingegärd married to Yaroslav the Wise of Kiev Rus, set off on trips East and West. We then walk along Sigtuna's main street, the plan of which has changed little from the 10th century.

Next stop is the Sigtuna Museum where we can see some of the very many archeological finds from Sigtuna's golden age during the 10th, 11th and 12th centuries. The museum is located at the place where the Viking king Erik the Victorious founded the city in the 970s, making it Sweden's oldest city.

We then head off to see the St. Per church from the 11th century, the Church Hill, the St Olof church named after the Norwegian saint Olof who also visited the city, and the Maria Church founded by Dominican monks in 1255.

We finish with a horn of mead at the very small Sigtuna Town Hall built in 1744."
5;2615;Stockholm;"I will welcome you in my home so not only you get a chance to meet the Swedish culture at home from a swede but also you get to know the ingredients and it’s origin and what we will make from it. I will present the traditional Swedish desserts, cakes and pastries and give you the chance to make for exemple Cinnamon buns and Cardamom buns. Seasonal variations will be offered, for example, we Can bake ginger bread and Saffron buns closer to Christmas.
I will introduce you into the whole process of making supergood buns and cakes and to conclude we take a coffee or Thea and eat some of what we have made. You will take away the bakery you have done if you want.
I look forward welcoming you to a memorable time, hope you are ready? See you // Lhéa

And also, if you´re interested in some other food and baking events may I suggest you look into my profile for other experiences as well:

Swedish homemade food by swedes @home https://www.airbnb.se/experiences/1016979
Swedish Cooking class with swedes @home https://www.airbnb.se/experiences/1138248
 Swedish Baking Class with swedes @home https://www.airbnb.se/experiences/1122166
Swedish Coffee/ Swedish FIKA break with swedes @home https://www.airbnb.se/experiences/973425"
6;2616;Stockholm;"I will pick you up and we will go to one of my favorite places were i often go to recharge. We will go for a mindful hike through a pine forest towards a natural spring. Taking in the surrounding nature with all our senses to ground, relax and expand our energy field. There we fill up our bottles, so we can enjoy the benefits of the healing spring water during the rest of our walk. I will explain the health properties of spring water.  We will follow natural trails in the forest and around a small lake. Mindfully engaging all our senses so that we become one with living earth and all the beings we meet on our path. We will find a nice spot by the lake and rest and have some ""Swedish fika""(tea time). Then If you wish I would love to guide you through a meditation to further ground and feel even more connected and present, with the forest and its inhabitants. I will gladly share what I know about healing water, grounding/earthing, sacred places and the health benefits of the Swedish forest. It is also possible to go for a refreshing swim in the lake. We will be a small and exclusive group or a private walk."
7;2617;Stockholm;"We meet outside the Central Station in Stockholm,on the street Vasagatan,by the statue of Nils Ericson  and start walking from there.We will visit 10-11 places of interest,staying in The Old Town for a typical Swedish""fika""(coffee/tea and some bakery).We will take a tram at our last stop and will go the the main pedestrian street where we will finish our tour."
8;2618;Stockholm;"We'll visit one of the largest and best-preserved medieval city centers in Europe: Stockholm's Gamla Stan (Old Town). This is where it all started, back in the year 1252.

You'll learn about our most important kings—their names are easy to remember—and hear about the ghost that has been haunting the royals. Then we'll unearth one of the best-kept secrets in the city. 

We'll check out the scene of Stockholm's bloodiest massacre, where over 80 people were executed, and touch a thousand-year-old Viking runestone. 

You'll walk along the narrowest street of this amazing city and learn why it's a tourist magnet—and I'll also tell you a secret that most people do not know at all. Lastly, we'll admire the beautiful architecture of this unique place and enjoy the experience. 

Most importantly, we will do this no matter what kind of weather awaits us—rain or shine, as they say—because I can protect you from even the most severe conditions."
9;2619;Stockholm;"We will meet at the bus stop or car parking, depending on how you arrive and start walking through the Skarpnäs nature reserve. On our hike we will pass by some Beautiful forest lakes, old meadows that are being kept open, through our typical pine forest and finally end up at Telefgrafberget, which is a beautiful 70 metres high Cliff overlooking the seaside and port of Stockholm as well as the main shipping route. As one of the highest points in the area you have a wonderful view from there and will gain some better understanding of our topography, nature and area. Most of the taller buildings in Stockholm can be spotted as well as some shipping. Here I will invite you to a Swedish ""fika"" with coffee and cinnamon buns. After the break I will show you some abandoned structures that date back to the late 19th century when a businessman from Stockholm started construction of a spa by the sea and introduce you to the optical telegraph line that had a station on top of the hill already in 1795. Finally we will return to our starting point and see some more lovely lakes and nature on the way. During the hike I will introduce you to various aspects of Sweden in general!"
10;2620;Stockholm;First of all, we rent scooters I will tell you about the rules and tips for their use and tour. We will start the tour from the City Hall then we will eat in the Old town and from there we will go to the waterfront of the Strandvegen and in the end of the tour we will drive through the center of the city Norrmalm where the tour will end.
11;2621;Stockholm;This is the perfect photogenic bar crawl. Stockholm is more than just Abba and Ikea. This bar crawl/insta-friendly experience will show you the best way to experience Stockholm. We start with an After Work drink and a game of boule or shuffleboard - depending on season and availability.  Depending on which area we're starting in, we'll walk pass spots where you can take a lot of beautiful photos of the Stockholm scenery.  Beautiful architecture, historical bars, cheap Swedish beer, unique concept bars, views from the top ( roof tops, cliffs, gardens etc). We'll focus on 1 or 2 of the following areas Kungsholmen, Norrmalm, Old Town or Södermalm to get the best experience possible. If you have any requests I will adjust the intinerary after your wishes. Bars that are often included in the crawl are for example Omnipollos Hatt, Baras 2.0, Baras Backe, Södra Teatern, Mälarpaviljongen, Garlic & Shots, Häktet, Folkbaren, Tjoget etc
12;2622;Stockholm;"Guaranteed small groups.
Walk with me learning how a collection of simple twists of fate evolved into significant historical figures who helped shape Stockholm (and Sweden) culturally and politically. Beginning at the geographical center of Stockholm we walk through cultural history from 1611 - today! Amazingly every story connects together. Anything you want to know about Stockholm and Sweden this is the perfect forum to ask. 

This is a light-hearted story of Stockholm written over 5 years to give you an entertaining overview of modern Swedish history. Along the way we see local inner city living - Stockholm style. The difference in my tour compared to others is that we avoid the  heavily touristy area of Gamla Stan, instead we will walk through streets, squares and parks most tourists will never have the pleasure of experiencing themselves. Some of these places and stories are unknown to locals as well.

This is designed to be a social experience first;  storytelling second and tour guiding third. The social interaction is the most enjoyable aspect of walking tours. Everyone is welcome! Everyone is encouraged to get to know me and other guests"
